Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Media_Code__c
00663000004SwvUAAS,NordicOrderID:12176,Xaxis TV,"Dec 26, 2015","Dec 29, 2015",0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
00663000004SwvUAAS,NordicOrderID:12177,Xaxis TV,"Jan 1, 2016","Jan 2, 2016",0,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
00663000004SwtgAAC,NordicOrderID:30388,Xaxis Display,"Aug 1, 2016","Aug 31, 2016",0,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behavioral, look-a-like, retargeting, geosegmenteret Nørrebro",Display
00663000004Sx7ZAAS,NordicOrderID:14379,Xaxis Display,"Feb 1, 2016","Feb 29, 2016",1,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis dekstop/tablet programbaserede strategier,Display
00663000004SwY2AAK,NordicOrderID:16018,Xaxis Display,"Mar 1, 2016","Mar 31, 2016",1,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,FR - Prospecting,Display
00663000004Sx0yAAC,NordicOrderID:12806,Xaxis Display,"Jan 1, 2016","Jan 31, 2016",2,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
00663000004Sx0xAAC,NordicOrderID:14329,Xaxis Display,"Jan 1, 2016","Jan 31, 2016",2,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
00663000004Sx0wAAC,NordicOrderID:22920,Xaxis Display,"Jan 1, 2016","Jan 31, 2016",2,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,windows,Display
00663000004SwY2AAK,NordicOrderID:16643,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",3,DoubleClick Bid Manager,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,FR - Prospecting,Mobile
00663000004Sx1QAAS,NordicOrderID:12615,Xaxis Display,"Dec 1, 2015","Dec 31, 2015",4,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RT og BT Kitchen,Display
00663000004Sx1fAAC,NordicOrderID:32053,Xaxis Display,"Dec 1, 2015","Dec 31, 2015",4,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Extra inmarket - Programmatic - Okt-Nov 2016,Display
00663000004Swy7AAC,NordicOrderID:20936,Xaxis Display,"Jun 1, 2016","Jun 30, 2016",4,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Look-a-like, behavioral, context, domain - DK",Display
00663000004SwtHAAS,NordicOrderID:26207,Xaxis Display,"Jun 1, 2016","Jun 30, 2016",4,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic - Retargeting (monthly freq 40) - Booking line: Conzoom + Visited point at n,Display
00663000004SxCxAAK,NordicOrderID:21345,Xaxis Mobile,"May 1, 2016","May 31, 2016",6,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Moment - RTB - 2016,Mobile
00663000004SwvGAAS,NordicOrderID:24595,Xaxis Mobile,"May 1, 2016","May 31, 2016",6,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Mobile
00663000004SxAQAA0,NordicOrderID:23807,Xaxis Display,"Jun 1, 2016","Jun 30, 2016",6,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Digital Display Women 15-35 Mobile Banner,Display
00663000004SwtHAAS,NordicOrderID:26216,Xaxis Display,"Jun 1, 2016","Jun 30, 2016",6,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic - Retargeting (monthly freq 40) - Booking line: Conzoom + Visited point at n,Display
00663000004SwvoAAC,NordicOrderID:12656,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Targeting (datasamarbejde, interesser og look-a-likes)",Mobile
00663000004Sx0NAAS,NordicOrderID:12663,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting,Mobile
00663000004SwrtAAC,NordicOrderID:16481,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Netherlands Lead RTG Q2 2016,Mobile
00663000004SwrjAAC,NordicOrderID:16526,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong Lead RTG Q2 2016,Mobile
00663000004SwsOAAS,NordicOrderID:24152,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,NL lead rtg dec 2015,Mobile
00663000004SwruAAC,NordicOrderID:24164,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Lead NL Q1 2016 RTG,Mobile
00663000004SwY4AAK,NordicOrderID:24802,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia RTG Q2 2016,Mobile
00663000004SwrsAAC,NordicOrderID:25163,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Middle East RTG Q2 2016,Mobile
00663000004SwsgAAC,NordicOrderID:26724,Xaxis Mobile,"Dec 1, 2015","Dec 31, 2015",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Slovakia RTG Q2 2016,Mobile
00663000004SwXzAAK,NordicOrderID:12858,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,DE - Prospecting Q1,Mobile
00663000004Sx5pAAC,NordicOrderID:13232,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation, Retargeting",Mobile
00663000004SxDhAAK,NordicOrderID:13453,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting Frekvens 7,Mobile
00663000004Sx01AAC,NordicOrderID:13538,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"FK2118 - Re-targeting, christian.tommerup@groupm.com - februar",Mobile
00663000004SwrtAAC,NordicOrderID:16483,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Netherlands Lead RTG Q2 2016,Mobile
00663000004SwY3AAK,NordicOrderID:16520,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia Lead RTG Q2 2016,Mobile
00663000004SwrjAAC,NordicOrderID:16528,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong Lead RTG Q2 2016,Mobile
00663000004SwsOAAS,NordicOrderID:24154,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,NL lead rtg dec 2015,Mobile
00663000004SwruAAC,NordicOrderID:24166,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Lead NL Q1 2016 RTG,Mobile
00663000004SwY4AAK,NordicOrderID:24804,Xaxis Mobile,"Jan 1, 2016","Jan 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia RTG Q2 2016,Mobile
00663000004Sx7TAAS,NordicOrderID:13321,Xaxis Mobile,"Feb 1, 2016","Feb 29, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,TradeDesk - RON,Mobile
00663000004Sx0OAAS,NordicOrderID:14040,Xaxis Mobile,"Feb 1, 2016","Feb 29, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Mobile
00663000004Sx58AAC,NordicOrderID:14169,Xaxis Mobile,"Feb 1, 2016","Feb 29, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic Buying,Mobile
00663000004Sx5yAAC,NordicOrderID:14304,Xaxis Mobile,"Feb 1, 2016","Feb 29, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Display, women 20-40 interested in beauty/fashion, CPH",Mobile
00663000004SxDgAAK,NordicOrderID:14326,Xaxis Mobile,"Feb 1, 2016","Feb 29, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Adfærd,Mobile
00663000004SwY3AAK,NordicOrderID:16522,Xaxis Mobile,"Feb 1, 2016","Feb 29, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia Lead RTG Q2 2016,Mobile
00663000004SwrjAAC,NordicOrderID:16530,Xaxis Mobile,"Feb 1, 2016","Feb 29, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong Lead RTG Q2 2016,Mobile
00663000004SwY3AAK,NordicOrderID:16524,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia Lead RTG Q2 2016,Mobile
00663000004SwrjAAC,NordicOrderID:16532,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong Lead RTG Q2 2016,Mobile
00663000004SwvVAAS,NordicOrderID:21246,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Dynamic allocation - Reach strategy - target 25-55 family (0-15 years),Mobile
00663000004Sx6lAAC,NordicOrderID:21613,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,DK,Mobile
00663000004SxBhAAK,NordicOrderID:21847,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Webtv,Mobile
00663000004Sx42AAC,NordicOrderID:22510,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,ROS - Mobile,Mobile
00663000004SwvIAAS,NordicOrderID:30701,Xaxis Display,"Aug 1, 2016","Aug 31, 2016",7065,AppNexus (DKK) - Display (Digital),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
00663000004Sx3TAAS,NordicOrderID:23897,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation, Retargeting + relevant segments",Mobile
00663000004SwsgAAC,NordicOrderID:26730,Xaxis Mobile,"Mar 1, 2016","Mar 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Slovakia RTG Q2 2016,Mobile
00663000004SwwOAAS,NordicOrderID:21184,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,retargeting,Mobile
00663000004SwvVAAS,NordicOrderID:21249,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Dynamic allocation - Reach strategy - target 25-55 family (0-15 years),Mobile
00663000004SwzLAAS,NordicOrderID:21394,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Forskellige strategier mod vores kernemålgruppe,Mobile
00663000004SwxhAAC,NordicOrderID:21515,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Adfærd + Retargeting - Målgruppe: Universitetsbachelorer/professionsbachelorer,Mobile
00663000004SxBiAAK,NordicOrderID:22074,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Webtv,Mobile
00663000004SxBwAAK,NordicOrderID:22080,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Webtv,Mobile
00663000004Swt0AAC,NordicOrderID:22155,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Mobile
00663000004Swt0AAC,NordicOrderID:22163,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Mobile
00663000004Swt0AAC,NordicOrderID:22165,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Mobile
00663000004SxDKAA0,NordicOrderID:22679,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Geofence på STARK/konkurrenter butikker,Mobile
00663000004Swt0AAC,NordicOrderID:23259,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Mobile
00663000004Swt0AAC,NordicOrderID:23261,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Mobile
00663000004Swt0AAC,NordicOrderID:23263,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Mobile
00663000004SwvjAAC,NordicOrderID:23616,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,BB - Retargeting og Targeting,Mobile
00663000004SxAJAA0,NordicOrderID:23962,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Audience_Digital RON Retargeting; open site list CrossDevice Banner freq. 5,Mobile
00663000004SwrxAAC,NordicOrderID:24080,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Norway RTG Q2 2016,Mobile
00663000004SwY3AAK,NordicOrderID:24088,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia Lead RTG Q2 2016,Mobile
00663000004SwrjAAC,NordicOrderID:24091,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong Lead RTG Q2 2016,Mobile
00663000004SxBaAAK,NordicOrderID:24518,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RTB,Mobile
00663000004SwwbAAC,NordicOrderID:24544,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Video - Par & singler,Mobile
00663000004SwY4AAK,NordicOrderID:24810,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia RTG Q2 2016,Mobile
00663000004SwsgAAC,NordicOrderID:26732,Xaxis Mobile,"Apr 1, 2016","Apr 30, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Slovakia RTG Q2 2016,Mobile
00663000004SwyCAAS,NordicOrderID:20865,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Look-a-like, behavioral, context, domain",Mobile
00663000004SwsGAAS,NordicOrderID:21023,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong lead rtg dec 2015,Mobile
00663000004SwwOAAS,NordicOrderID:21186,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,retargeting,Mobile
00663000004Sx8RAAS,NordicOrderID:23507,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis - Viewed and Verified,Mobile
00663000004SwvjAAC,NordicOrderID:23622,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,BB - Retargeting og Targeting,Mobile
00663000004SwrxAAC,NordicOrderID:24082,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Norway RTG Q2 2016,Mobile
00663000004SwrjAAC,NordicOrderID:24093,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong Lead RTG Q2 2016,Mobile
00663000004SwrkAAC,NordicOrderID:24101,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Hong Kong RTG Q2 2016,Mobile
00663000004SwrvAAC,NordicOrderID:24138,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Netherlands RTG Q2 2016,Mobile
00663000004SwruAAC,NordicOrderID:24150,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Lead NL Q1 2016 RTG,Mobile
00663000004SxArAAK,NordicOrderID:24368,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis video reach,Mobile
00663000004SwvBAAS,NordicOrderID:24669,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Mobile
00663000004SxAKAA0,NordicOrderID:24724,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Dynamic Allocation Women 15-25; interested in beauty and fashion CrossDevice Banner freq. 3 pr wk,Mobile
00663000004SwY4AAK,NordicOrderID:24812,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Australia RTG Q2 2016,Mobile
00663000004Sx9VAAS,NordicOrderID:24888,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Xaxis Video Reach  - Børnefamilier, hele DK",Mobile
00663000004Sx21AAC,NordicOrderID:24904,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,GEO: Frederikshavn,Mobile
00663000004Sx2tAAC,NordicOrderID:25198,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,GEO: BERGEN,Mobile
00663000004Sx5DAAS,NordicOrderID:25308,Xaxis Mobile,"May 1, 2016","May 31, 2016",7,3. parts fee / Appnexus  (USD) - App/inAPP (Mobil),Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,LinkedIn,Mobile
